23.38,17.17,4.16,6.68,1.00
19.64,33.58,12.31,44.45,1.00
65.15,64.31,12.33,73.41,1.00
61.33,32.56,1.92,87.28,0.00
58.05,80.67,12.05,47.54,0.00
30.67,21.63,15.39,91.00,0.00
72.97,78.44,11.61,51.73,1.00
72.13,12.01,11.06,46.78,1.00
98.11,90.23,15.21,37.86,0.00
93.93,18.56,4.47,30.37,0.00
77.31,44.90,3.99,59.82,1.00
85.97,57.44,11.50,73.26,1.00
59.66,25.05,13.38,61.40,1.00
16.62,71.06,2.76,24.06,1.00
61.95,42.10,8.47,52.16,1.00
34.56,11.86,0.19,26.71,1.00
94.25,57.54,1.88,51.52,0.00
26.88,81.78,0.61,24.71,0.00
1.94,73.28,1.62,33.82,1.00
30.48,93.83,14.76,42.14,0.00
1.61,90.74,7.00,65.70,0.00
44.08,55.21,8.63,1.17,1.00
30.92,27.91,11.06,31.94,1.00
65.02,68.40,10.04,32.36,1.00
70.08,22.27,7.08,4.92,1.00
32.19,39.56,9.13,66.27,1.00
99.41,59.37,12.68,83.69,0.00
43.42,77.38,1.31,91.30,0.00
24.86,47.06,11.06,4.57,1.00
51.59,52.88,0.35,24.30,1.00
75.83,48.80,10.09,93.34,0.00
78.81,60.81,3.47,4.91,1.00
29.78,42.85,2.65,64.05,1.00
65.48,35.97,0.78,17.09,1.00
16.98,67.17,0.03,12.82,1.00
55.32,22.91,4.83,2.41,1.00
14.63,27.26,9.81,70.32,1.00
86.45,67.50,4.53,55.20,1.00
65.00,52.09,5.79,43.81,1.00
15.05,55.30,12.61,50.84,1.00
10.70,70.98,15.93,18.80,0.00
81.45,19.92,14.68,90.45,0.00
67.41,74.11,13.63,53.59,1.00
37.67,22.42,6.07,81.33,0.00
71.27,7.77,10.94,4.26,1.00
62.14,89.05,8.05,31.73,0.00
29.47,40.97,4.63,10.04,1.00
62.66,5.05,13.37,30.02,1.00
26.06,11.72,7.36,84.25,0.00
69.41,59.73,7.63,15.51,1.00
23.57,91.67,15.55,39.57,0.00
16.43,39.89,7.72,13.57,1.00
65.63,15.28,11.27,77.66,1.00
29.57,73.31,13.10,53.09,1.00
96.67,46.92,8.52,34.82,0.00
87.92,94.33,15.75,55.76,0.00
58.27,44.02,8.67,22.34,1.00
42.06,39.79,15.87,80.17,0.00
25.24,5.23,3.79,86.09,0.00
83.94,9.54,1.78,82.86,0.00
25.88,78.65,12.82,72.97,1.00
92.62,52.29,5.24,51.91,0.00
82.50,99.51,5.29,61.00,0.00
5.15,93.61,15.79,65.73,0.00
10.13,63.40,12.78,38.17,1.00
87.22,66.20,7.71,17.00,1.00
97.55,49.98,2.80,81.13,0.00
98.63,36.26,0.35,88.41,0.00
20.71,37.28,4.22,45.40,1.00
88.02,83.93,2.59,32.71,0.00
84.27,19.82,3.54,29.21,1.00
97.35,12.05,15.69,36.30,0.00
61.04,87.69,11.79,70.68,0.00
51.08,77.22,10.94,86.81,0.00
52.23,70.31,11.92,36.53,1.00
52.52,19.77,3.18,41.68,1.00
68.13,31.49,10.03,47.08,1.00
10.42,59.11,3.51,83.64,0.00
17.55,63.66,8.11,59.76,1.00
29.92,15.95,2.47,86.84,0.00
81.12,23.10,6.44,78.08,1.00
61.03,13.42,15.14,81.13,0.00
55.23,1.17,7.36,42.73,1.00
50.13,18.18,8.32,65.23,1.00
21.92,38.95,5.83,87.91,0.00
61.06,84.65,11.78,97.22,0.00
27.74,95.49,9.66,31.37,0.00
3.60,90.53,1.24,85.39,0.00
85.96,84.06,8.22,98.99,0.00
76.31,14.15,11.94,9.63,1.00
